time_s,volts
0.008479,-0.0615542731
0.0084792,-0.050434806
0.0084794,-0.0385270614
0.0084796,-0.0260192631
0.0084798,-0.0131089788
0.00848,-1.04927464e-13
0.0084802,0.0131008754
0.0084804,0.025987105
0.0084806,0.0384556581
0.0084808,0.0503102148
0.008481,0.0613642567
0.0084812,0.0714440019
0.0084814,0.0803911363
0.0084816,0.088065301
0.0084818,0.0943462932
0.008482,0.0991359492
0.0084822,0.102359679
0.0084824,0.103967626
0.0084826,0.10393544
0.0084828,0.102264644
0.008483,0.0989825937
0.0084832,0.0941420315
0.0084834,0.0878202385
0.0084836,0.0801178008
0.0084838,0.0711570098
0.008484,0.0610799199
0.0084842,0.0500460973
0.0084844,0.0382300931
0.0084846,0.0258186822
0.0084848,0.0130079108
0.008485,6.98503934e-14
0.0084852,-0.0129998465
0.0084854,-0.0257866792
0.0084856,-0.0381590342
0.0084858,-0.0499221071
0.008486,-0.06089082
0.0084862,-0.0708927342
0.0084864,-0.07977076
0.0084866,-0.0873856246
0.0084868,-0.0936180565
0.008487,-0.0983706537
0.0084872,-0.101569406
0.0084874,-0.103164845
0.0084876,-0.103132815
0.0084878,-0.10147483
0.008488,-0.098218039
0.0084882,-0.0934147817
0.0084884,-0.0871417461
0.0084886,-0.0794987451
0.0084888,-0.0706071287
0.008489,-0.0606078569
0.0084892,-0.0496592656
0.0084894,-0.037934559
0.0084896,-0.0256190702
0.0084898,-0.0129073311
0.00849,-1.28941606e-13
0.0084902,0.0128993058
0.0084904,0.0255872221
0.0084906,0.037863844
0.0084908,0.0495358754
0.008491,0.0604196722
0.0084912,0.070344132
0.0084914,0.0791533836
0.0084916,0.0867092354
0.0084918,0.0928933423
0.008492,0.0976090604
0.0084922,0.100782956
0.0084924,0.10236595
0.0084926,0.102334074
0.0084928,0.100688839
0.008493,0.0974571855
0.0084932,0.0926910528
0.0084934,0.0864665389
0.0084936,0.0788826872
0.0084938,0.0700599108
0.008494,0.0601380806
0.0084942,0.0492743079
0.0084944,0.0376404569
0.0084946,0.0254204255
0.0084948,0.0128072388
0.008495,1.29410663e-15
0.0084952,-0.0127992524
0.0084954,-0.025388732
0.0084956,-0.0375700852
0.0084958,-0.0491515167
0.008496,-0.0599508095
0.0084962,-0.0697981909
0.0084964,-0.0785390025
0.0084966,-0.0860361281
0.0084968,-0.0921721451
0.008497,-0.0968511634
0.0084972,-0.100000324
0.0084974,-0.101570932
0.0084976,-0.101539212
0.0084978,-0.0999066641
0.008498,-0.096700027
0.0084982,-0.0919708393
0.0084984,-0.0857946118
0.0084986,-0.0782696224
0.0084988,-0.0695153519
0.008499,-0.0596705872
0.0084992,-0.0488912212
0.0084994,-0.0373477843
0.0084996,-0.0252227465
0.0084998,-0.0127076332
0.0085,-5.99927094e-14
0.0085002,0.0126996857
0.0085004,0.0251912074
0.0085006,0.0372777554
0.0085008,0.0487690282
0.008501,0.0594842283
0.0085012,0.0692549068
0.0085014,0.0779276117
0.0085016,0.0853662974
0.0085018,0.091454459
0.008502,0.0960969568
0.0085022,0.0992215029
0.0085024,0.100779787
0.0085026,0.100748221
0.0085028,0.0991283002
0.008503,0.0959465578
0.0085032,0.0912541353
0.0085034,0.0851259595
0.0085036,0.0776595459
0.0085038,0.0689734477
0.008504,0.0592053732
0.0085042,0.0485100026
0.0085044,0.0370565391
0.0085046,0.0250260317
0.0085048,0.0126085134
0.008505,2.63089994e-14
0.0085052,-0.0126006048
0.0085054,-0.0249946467
0.0085056,-0.0369868524
0.0085058,-0.0483884067
0.008506,-0.0590199249
0.0085062,-0.0687142754
0.0085064,-0.0773192065
0.0085066,-0.0846997381
0.0085068,-0.0907402784
0.008507,-0.0953464345
0.0085072,-0.0984464871
0.0085074,-0.0999925071
0.0085076,-0.0999610962
0.0085078,-0.0983537406
0.008508,-0.0951967716
0.0085082,-0.0905409352
0.0085084,-0.0844605765
0.0085086,-0.0770524527
0.0085088,-0.0684341938
0.008509,-0.0587424347
0.0085092,-0.0481306489
0.0085094,-0.0367667188
0.0085096,-0.0248302794
0.0085098,-0.0125098788
0.00851,-8.38981098e-14
0.0085102,0.012502009
0.0085104,0.0247990483
0.0085106,0.0366973737
0.0085108,0.0480096491
0.008511,0.0585578956
0.0085112,0.0681762921
0.0085114,0.0767137819
0.0085116,0.0840364447
0.0085118,0.0900295975
0.008512,0.0945995905
0.0085122,0.0976752701
0.0085124,0.0992090869
0.0085126,0.0991778303
0.0085128,0.0975829791
0.008513,0.0944506626
0.0085132,0.0898312332
0.0085134,0.0837984575
0.0085136,0.076448338
0.0085138,0.0678975859
0.008514,0.0582817679
0.0085142,0.047753157
0.0085144,0.0364783212
0.0085146,0.0246354882
0.0085148,0.0124117284
0.008515,5.05425396e-14
0.0085152,-0.0124038973
0.0085154,-0.0246044107
0.0085156,-0.0364093172
0.0085158,-0.0476327524
0.008516,-0.0580981365
0.0085162,-0.0676409527
0.0085164,-0.0761113329
0.0085166,-0.0833764118
0.0085168,-0.0893224105
0.008517,-0.0938564186
0.0085172,-0.0969078456
0.0085174,-0.0984295197
0.0085176,-0.0983984171
0.0085178,-0.0968160092
0.008518,-0.0937082244
0.0085182,-0.0891250235
0.0085184,-0.083139597
0.0085186,-0.0758471967
0.0085188,-0.0673636195
0.008519,-0.0578233692
0.0085192,-0.0473775239
0.0085194,-0.0361913438
0.0085196,-0.0244416563
0.0085198,-0.0123140615
0.00852,-1.07034953e-13
0.0085202,0.012306269
0.0085204,0.0244107321
0.0085206,0.0361226802
0.0085208,0.0472577134
0.008521,0.0576406439
0.0085212,0.0671082526
0.0085214,0.0755118545
0.0085216,0.0827196338
0.0085218,0.0886187115
0.008522,0.0931169127
0.0085222,0.0961442071
0.0085224,0.097653799
0.0085226,0.0976228501
0.0085228,0.0960528246
0.008523,0.0929694509
0.0085232,0.0884223
0.0085234,0.0824839895
0.0085236,0.0752490238
0.0085238,0.0668322901
0.008524,0.0573672346
0.0085242,0.0470037464
0.0085244,0.0359057841
0.0085246,0.0242487822
0.0085248,0.0122168773
0.008525,7.40062489e-14
0.0085252,-0.0122091234
0.0085254,-0.0242180111
0.0085256,-0.0358374605
0.0085258,-0.0468845289
0.008526,-0.0571854138
0.0085262,-0.0665781873
0.0085264,-0.0749153417
0.0085266,-0.0820661053
0.0085268,-0.0879184945
0.008527,-0.0923810664
0.0085272,-0.0953843482
0.0085274,-0.0968819181
0.0085276,-0.0968511227
0.0085278,-0.0952934188
0.008528,-0.0922343358
0.0085282,-0.0877230569
0.0085284,-0.0818316294
0.0085286,-0.0746538142
0.0085288,-0.0663035932
0.008529,-0.0569133602
0.0085292,-0.0466318212
0.0085294,-0.0356216399
0.0085296,-0.0240568642
0.0085298,-0.0121201749
0.00853,-1.29414711e-13
0.0085302,0.0121124594
0.0085304,0.0240262459
0.0085306,0.0355536556
0.0085308,0.0465131958
0.008531,0.0567324424
0.0085312,0.0660507524
0.0085314,0.0743217892
0.0085316,0.0814158206
0.0085318,0.0872217534
0.008532,0.0916488735
0.0085322,0.0946282624
0.0085324,0.0961138705
0.0085326,0.0960832282
0.0085328,0.0945377853
0.008533,0.0915028727
0.0085332,0.087027288
0.0085334,0.0811825111
0.0085336,0.0740615627
0.0085338,0.0657775243
0.008534,0.0564617421
0.0085342,0.0462617451
0.0085344,0.0353389085
0.0085346,0.0238659006
0.0085348,0.0120239534
0.008535,9.67115963e-14
0.0085352,-0.0120162764
0.0085354,-0.0238354349
0.0085356,-0.035271263
0.0085358,-0.0461437108
0.008536,-0.0562817258
0.0085362,-0.0655259432
0.0085364,-0.0737311921
0.0085366,-0.080768774
0.0085368,-0.0865284823
0.008537,-0.0909203275
0.0085372,-0.0938759429
0.0085374,-0.0953496493
0.0085376,-0.09531916
0.0085378,-0.0937859174
0.008538,-0.0907750553
0.0085382,-0.0863349874
0.0085384,-0.0805366288
0.0085386,-0.0734722642
0.0085388,-0.0652540786
0.008539,-0.0560123764
0.0085392,-0.045893515
0.0085394,-0.0350575876
0.0085396,-0.0236758897
0.0085398,-0.0119282121
0.00854,2.20125876e-14
0.0085402,0.0119205735
0.0085404,0.0236455763
0.0085406,0.0349902802
0.0085408,0.0457760707
0.008541,0.0558332598
0.0085412,0.0650037551
0.0085414,0.0731435449
0.0085416,0.0801249598
0.0085418,0.085838675
0.008542,0.0901954219
0.0085422,0.0931273833
0.0085424,0.0945892479
0.0085426,0.0945589112
0.0085428,0.0930378085
0.008543,0.0900508771
0.0085432,0.0856461488
0.0085434,0.0798939769
0.0085436,0.0728859134
0.0085438,0.0647332516
0.008544,0.055565259
0.0085442,0.0455271275
0.0085444,0.0347776746
0.0085446,0.02348683
0.0085448,0.01183295
0.008545,3.28304436e-14
0.0085452,-0.0118253497
0.0085454,-0.0234566686
0.0085456,-0.0347107047
0.0085458,-0.0454102722
0.008546,-0.0553870406
0.0085462,-0.0644841834
0.0085464,-0.0725588425
0.0085466,-0.0794843723
0.0085468,-0.0851523252
0.008547,-0.0894741504
0.0085472,-0.0923825767
0.0085474,-0.0938326595
0.0085476,-0.0938024751
0.0085478,-0.0922934517
0.008548,-0.0893303316
0.0085482,-0.084960766
0.0085484,-0.0792545495
0.0085486,-0.072302505
0.0085488,-0.0642150385
0.008549,-0.0551203859
0.0085492,-0.0451625794
0.0085494,-0.0344991669
0.0085496,-0.0232987196
0.0085498,-0.0117381664
0.00855,-1.64481854e-15
0.0085502,0.0117306043
0.0085504,0.0232687099
0.0085506,0.0344325339
0.0085508,0.0450463119
0.008551,0.0549430641
0.0085512,0.0639672234
0.0085514,0.0719770796
0.0085516,0.0788470055
0.0085518,0.0844694268
0.008552,0.0887565063
0.0085522,0.0916415163
0.0085524,0.093079877
0.0085526,0.0930498447
0.0085528,0.0915528405
0.008553,0.0886134121
0.0085532,0.0842788328
0.0085534,0.0786183408
0.0085536,0.0717220337
0.0085538,0.0636994347
0.008554,0.054677753
0.0085542,0.0447998672
0.0085544,0.0342220621
0.0085546,0.0231115568
0.0085548,0.0116438603
0.008555,5.54251313e-14
0.0085552,-0.0116363364
0.0085554,-0.0230816985
0.0085556,-0.0341557654
0.0085558,-0.0446841865
0.008556,-0.0545013262
0.0085562,-0.0634528702
0.0085564,-0.0713982507
0.0085566,-0.0782128537
0.0085568,-0.0837899734
0.008557,-0.0880424829
0.0085572,-0.0909041953
0.0085574,-0.0923308935
0.0085576,-0.0923010131
0.0085578,-0.0908159678
0.008558,-0.0879001122
0.0085582,-0.0836003429
0.0085584,-0.0779853449
0.0085586,-0.0711444942
0.0085588,-0.0631864353
0.008559,-0.0542373563
0.0085592,-0.0444389876
0.0085594,-0.0339463576
0.0085596,-0.0229253398
0.0085598,-0.0115500309
0.00856,-2.45515066e-14
0.0085602,0.0115425451
0.0085604,0.0228956328
0.0085606,0.0338803966
0.0085608,0.0443238926
0.008561,0.0540618228
0.0085612,0.0629411192
0.0085614,0.0708223506
0.0085616,0.0775819109
0.0085618,0.0831139587
0.008562,0.0873320737
0.0085622,0.0901706069
0.0085624,0.0915857021
0.0085626,0.0915559733
0.0085628,0.0900828268
0.008563,0.0871904249
0.0085632,0.0829252899
0.0085634,0.0773555559
0.0085636,0.0705698809
0.0085638,0.0626760355
0.008564,0.0537991915
0.0085642,0.0440799372
0.0085644,0.0336720507
0.0085646,0.0227400671
0.0085648,0.0114566772
0.008565,7.72817015e-14
0.0085652,-0.0114492294
0.0085654,-0.0227105109
0.0085656,-0.0336064247
0.0085658,-0.0439654269
0.008566,-0.0536245496
0.0085662,-0.0624319655
0.0085664,-0.0702493736
0.0085666,-0.0769541711
0.0085668,-0.0824413763
0.008567,-0.0866252718
0.0085672,-0.089440744
0.0085674,-0.0908442957
0.0085676,-0.090814718
0.0085678,-0.0893534105
0.008568,-0.0864843437
0.0085682,-0.0822536674
0.0085684,-0.0767289677
0.0085686,-0.0699981884
0.0085688,-0.0621682304
0.008569,-0.0533632545
0.0085692,-0.0437227126
0.0085694,-0.0333991389
0.0085696,-0.0225557367
0.0085698,-0.0113637984
0.00857,-4.67188286e-14
0.0085702,0.0113563886
0.0085704,0.0225263311
0.0085706,0.0333338473
0.0085708,0.0436087858
0.008571,0.0531895026
0.0085712,0.0619254042
0.0085714,0.0696793144
0.0085716,0.0763296283
0.0085718,0.0817722196
0.008572,0.0859220705
0.0085722,0.0887145996
0.0085724,0.090106667
0.0085726,0.0900772404
0.0085728,0.0886277118
0.008573,0.0857818617
0.0085732,0.0815854688
0.0085734,0.0761055744
0.0085736,0.0694294112
0.0085738,0.0616630151
0.008574,0.0529295412
0.0085742,0.0433673103
0.0085744,0.0331276194
0.0085746,0.0223723468
0.0085748,0.0112713937
0.008575,9.8411452e-14
0.0085752,-0.0112640217
0.0085754,-0.0223430916
0.0085756,-0.0330626616
0.0085758,-0.0432539659
0.008576,-0.0527566775
0.0085762,-0.0614214303
0.0085764,-0.0691121673
0.0085766,-0.0757082764
0.0085768,-0.0811064823
0.008577,-0.0852224629
0.0085772,-0.0879921667
0.0085774,-0.089372809
0.0085776,-0.089343533
0.0085778,-0.0879057238
0.008578,-0.085082972
0.0085782,-0.0809206877
0.0085784,-0.0754853697
0.0085786,-0.0688635437
0.0085788,-0.0611603848
0.008579,-0.0524980471
0.0085792,-0.0430137269
0.0085794,-0.0328574897
0.0085796,-0.0221898957
0.0085798,-0.011179462
0.00858,1.294033e-14
0.0085802,0.0111721279
0.0085804,0.0221607906
0.0085806,0.0327928651
0.0085808,0.0429009638
0.008581,0.0523260699
0.0085812,0.0609200389
0.0085814,0.0685479268
0.0085816,0.0750901093
0.0085818,0.0804441577
0.008582,0.0845264421
0.0085822,0.087273438
0.0085824,0.0886427144
0.0085826,0.0886135888
0.0085828,0.0871874392
0.008583,0.0843876677
0.0085832,0.0802593175
0.0085834,0.0748683476
0.0085836,0.0683005803
0.0085838,0.0606603343
0.008584,0.0520687681
0.0085842,0.0426619588
0.0085844,0.032588747
0.0085846,0.0220083816
0.0085848,0.0110880025
0.008585,3.83907626e-14
0.0085852,-0.0110807061
0.0085854,-0.0219794262
0.0085856,-0.0325244549
0.0085858,-0.0425497759
0.008586,-0.0518976757
0.0085862,-0.060421225
0.0085864,-0.0679865872
0.0085866,-0.0744751208
0.0085868,-0.0797852392
0.008587,-0.0838340011
0.0085872,-0.0865584065
0.0085874,-0.0879163758
0.0085876,-0.0878874002
0.0085878,-0.0864728508
0.008588,-0.0836959419
0.0085882,-0.0796013514
0.0085884,-0.0742545019
0.0085886,-0.0677405154
0.0085888,-0.0601628587
0.008589,-0.0516416998
0.0085892,-0.0423120025
0.0085894,-0.0323213887
0.0085896,-0.0218278027
0.0085898,-0.0109970142
0.00859,-9.10576705e-15
0.0085902,0.0109897555
0.0085904,0.0217989967
0.0085906,0.0322574284
0.0085908,0.0422003986
0.008591,0.0514714905
0.0085912,0.0599249835
0.0085914,0.0674281429
0.0085916,0.0738633047
0.0085918,0.0791297201
0.008592,0.083145133
0.0085922,0.0858470648
0.0085924,0.0871937859
0.0085926,0.0871649601
0.0085928,0.0857619514
0.008593,0.0830077875
0.0085932,0.078946783
0.0085934,0.0736438263
0.0085936,0.0671833432
0.0085938,0.0596679529
0.008594,0.0512168379
0.0085942,0.0419638545
0.0085944,0.032055412
0.0085946,0.021648157
0.0085948,0.0109064962
0.008595,5.94173828e-14
0.0085952,-0.0108992751
0.0085954,-0.0216195001
0.0085956,-0.0319917829
0.0085958,-0.0418528284
0.008596,-0.05104751
0.0085962,-0.0594313094
0.0085964,-0.0668725882
0.0085966,-0.0732546547
0.0085968,-0.0784775937
0.008597,-0.0824598306
0.0085972,-0.0851394057
0.0085974,-0.0864749372
0.0085976,-0.086446261
0.0085978,-0.0850547337
0.008598,-0.0823231974
0.0085982,-0.0782956053
0.0085984,-0.0730363145
0.0085986,-0.066629058
0.0085988,-0.0591756118
0.008599,-0.0507941781
0.0085992,-0.041617511
0.0085994,-0.0317908142
0.0085996,-0.0214694427
0.0085998,-0.0108164477
0.0086,-3.04325584e-14
0.0086002,0.010809264
0.0086004,0.0214409348
0.0086006,0.0317275156
0.0086008,0.0415070617
0.008601,0.0506257297
0.0086012,0.0589401975
0.0086014,0.0663199172
0.0086016,0.0726491645
0.0086018,0.0778288532
0.008602,0.0817780869
0.0086022,0.0844354217
0.0086024,0.0857598223
0.0086026,0.0857312953
0.0086028,0.0843511903
0.008603,0.0816421646
0.0086032,0.0776478117
0.0086034,0.0724319603
0.0086036,0.0660776541
0.0086038,0.0586858302
0.008604,0.0503737158
0.0086042,0.0412729686
0.0086044,0.0315275924
0.0086046,0.021291658
0.0086048,0.0107268675
0.008605,7.97371027e-14
0.0086052,-0.0107197213
0.0086054,-0.0212632986
0.0086056,-0.0314646237
0.0086058,-0.0411630948
0.008606,-0.0502061452
0.0086062,-0.0584516427
0.0086064,-0.0657701242
0.0086066,-0.0720468277
0.0086068,-0.0771834918
0.008607,-0.0810998946
0.0086072,-0.0837351056
0.0086074,-0.0850484337
0.0086076,-0.0850200556
0.0086078,-0.0836513138
0.008608,-0.0809646817
0.0086082,-0.0770033953
0.0086084,-0.0718307571
0.0086086,-0.0655291256
0.0086088,-0.0581986031
0.008609,-0.0499554466
0.0086092,-0.0409302235
0.0086094,-0.031265744
0.0086096,-0.021114801
0.0086098,-0.0106377549
0.00861,-5.10512166e-14
0.0086102,0.010630646
0.0086104,0.0210865899
0.0086106,0.0312031045
0.0086108,0.0408209241
0.008611,0.049788752
0.0086112,0.0579656398
0.0086114,0.0652232034
0.0086116,0.0714476379
0.0086118,0.0765415027
0.008612,0.0804252466
0.0086122,0.0830384497
0.0086124,0.0843407638
0.0086126,0.0843125342
0.0086128,0.0829550967
0.008613,0.0802907416
0.0086132,0.0763623491
0.0086134,0.0712326987
0.0086136,0.0649834665
0.0086138,0.0577139251
0.008614,0.0495393661
0.0086142,0.0405892722
0.0086144,0.0310052661
0.0086146,0.0209388698
0.0086148,0.0105491088
0.008615,9.93610375e-14
0.0086152,-0.0105420372
0.0086154,-0.0209108066
0.0086156,-0.0309429551
0.0086158,-0.040480546
0.008616,-0.0493735457
0.0086162,-0.0574821836
0.0086164,-0.0646791487
0.0086166,-0.0708515886
0.0086168,-0.0759028789
0.008617,-0.0797541355
0.0086172,-0.0823454467
0.0086174,-0.0836368048
0.0086176,-0.0836087236
0.0086178,-0.0822625315
0.008618,-0.0796203371
0.0086182,-0.0757246663
0.0086184,-0.0706377784
0.0086186,-0.0644406712
0.0086188,-0.057231791
0.008619,-0.0491254697
0.0086192,-0.0402501108
0.0086194,-0.0307461559
0.0086196,-0.0207638625
0.0086198,-0.0104609282
0.00862,-7.09728539e-14
0.0086202,0.0104538939
0.0086204,0.0207359469
0.0086206,0.0306841727
0.0086208,0.0401419566
0.008621,0.0489605217
0.0086212,0.0570012687
0.0086214,0.0641379544
0.0086216,0.0702586734
0.0086218,0.0752676134
0.008622,0.079086554
0.0086222,0.0816560889
0.0086224,0.0829365492
0.0086226,0.0829086159
0.0086228,0.0815736106
0.008623,0.0789534606
0.0086232,0.0750903399
0.0086234,0.0700459899
0.0086236,0.0639007334
0.0086238,0.0567521956
0.008624,0.048713753
0.0086242,0.0399127358
0.0086244,0.0304884106
0.0086246,0.0205897771
0.0086248,0.0103732123
0.008625,4.30512501e-14
0.0086252,-0.0103662151
0.0086254,-0.0205620089
0.0086256,-0.0304267545
0.0086258,-0.0398051524
0.008626,-0.0485496756
0.0086262,-0.0565228899
0.0086264,-0.0635996143
0.0086266,-0.0696688857
0.0086268,-0.0746356992
0.008627,-0.0784224948
0.0086272,-0.0809703687
0.0086274,-0.0822399892
0.0086276,-0.0822122036
0.0086278,-0.0808883264
0.008628,-0.078290105
0.0086282,-0.0744593628
0.0086284,-0.0694573265
0.0086286,-0.0633636474
0.0086288,-0.0562751335
0.008629,-0.0483042113
0.0086292,-0.0395771432
0.0086294,-0.0302320272
0.0086296,-0.0204166117
0.0086298,-0.01028596
0.00863,-1.55925521e-14
0.0086302,0.0102789998
0.0086304,0.0203889905
0.0086306,0.0301706975
0.0086308,0.0394701294
0.008631,0.0481410026
0.0086312,0.0560470419
0.0086314,0.0630641226
0.0086316,0.0690822189
0.0086318,0.0740071293
0.008632,0.0777619504
0.0086322,0.0802882785
0.0086324,0.081547117
0.0086326,0.0815194787
0.0086328,0.0802066712
0.008633,0.0776302626
0.0086332,0.073831728
0.0086334,0.0688717816
0.0086336,0.062829407
0.0086338,0.0558005993
0.008634,0.04789684
0.0086342,0.0392433294
0.0086344,0.0299770029
0.0086346,0.0202443645
0.0086348,0.0101991703
0.008635,6.25794e-14
0.0086352,-0.0101922471
0.0086354,-0.02021689
0.0086356,-0.029915999
0.0086358,-0.039136884
0.008636,-0.0477344982
0.0086362,-0.0555737192
0.0086364,-0.0625314732
0.0086366,-0.0684986665
0.0086368,-0.0733818965
0.008637,-0.0771049134
0.0086372,-0.0796098104
0.0086374,-0.0808579247
0.0086376,-0.0808304334
0.0086378,-0.0795286373
0.008638,-0.0769739262
0.0086382,-0.0732074284
0.0086384,-0.0682893487
0.0086386,-0.0622980063
0.0086388,-0.0553285877
0.008639,-0.0474916346
0.0086392,-0.0389112906
0.0086394,-0.0297233348
0.0086396,-0.0200730333
0.0086398,-0.0101128423
0.00864,-3.54092171e-14
0.0086402,0.010105956
0.0086404,0.0200457052
0.0086406,0.0296626559
0.0086408,0.0388054124
0.008641,0.0473301578
0.0086412,0.0551029165
0.0086414,0.0620016599
0.0086416,0.0679182216
0.0086418,0.0727599937
0.008642,0.0764513761
0.0086422,0.0789349568
0.0086424,0.0801724045
0.0086426,0.0801450599
0.0086428,0.0788542169
0.008643,0.076321088
0.0086432,0.0725864567
0.0086434,0.0677100209
0.0086436,0.061769439
0.0086438,0.0548590932
0.008644,0.0470885903
0.0086442,0.0385810229
0.0086444,0.02947102
0.0086446,0.0199026162
0.0086448,0.010026975
0.008645,8.14313386e-14
0.0086452,-0.0100201254
0.0086454,-0.0198754342
0.0086456,-0.0294106654
0.0086458,-0.0384757107
0.008646,-0.0469279766
0.0086462,-0.0546346283
0.0086464,-0.0614746766
0.0086466,-0.0673408776
0.0086468,-0.0721414137
0.008647,-0.0758013312
0.0086472,-0.0782637098
0.0086474,-0.0794905483
0.0086476,-0.0794633502
0.0086478,-0.0781834022
0.008648,-0.0756717406
0.0086482,-0.0719688058
0.0086484,-0.0671337916
0.0086486,-0.061243699
0.0086488,-0.0543921104
0.008649,-0.0466877024
0.0086492,-0.0382525225
0.0086494,-0.0292200555
0.0086496,-0.0197331113
0.0086498,-0.00994156726
0.00865,-5.45484546e-14
0.0086502,0.00993475447
0.0086504,0.019706075
0.0086506,0.0291600246
0.0086508,0.038147775
0.008651,0.04652795
0.0086512,0.0541688492
0.0086514,0.0609505173
0.0086516,0.0667666277
0.0086518,0.0715261493
0.008652,0.0751547709
0.0086522,0.0775960616
0.0086524,0.0788123482
0.0086526,0.0787852962
0.0086528,0.0775161853
0.008653,0.0750258763
0.0086532,0.0713544684
0.0086534,0.0665606539
0.0086536,0.0607207802
0.0086538,0.0539276337
0.008654,0.0462889663
0.0086542,0.0379257855
0.0086544,0.0289704383
0.0086546,0.0195645166
0.0086548,0.00985661822
0.008655,9.96179874e-14
0.0086552,-0.00984984208
0.0086554,-0.0195376257
0.0086556,-0.0289107304
0.0086558,-0.0378216015
0.008656,-0.0461300733
0.0086562,-0.0537055735
0.0086564,-0.0604291756
0.0086566,-0.0661954652
0.0086568,-0.0709141931
0.008657,-0.0745116876
0.0086572,-0.0769320042
0.0086574,-0.0781377962
0.0086576,-0.0781108899
0.0086578,-0.0768525583
0.008658,-0.0743834874
0.0086582,-0.0707434372
0.0086584,-0.0659906012
0.0086586,-0.0602006763
0.0086588,-0.0534656578
0.008659,-0.0458923771
0.0086592,-0.0376008081
0.0086594,-0.0287221656
0.0086596,-0.01939683
0.0086598,-0.00977212682
0.00866,-7.30211829e-14
0.0086602,0.00976538725
0.0086604,0.0193700842
0.0086606,0.0286627799
0.0086608,0.0374971863
0.008661,0.0457343416
0.0086612,0.0532447959
0.0086614,0.0599106454
0.0086616,0.0656273832
0.0086618,0.0703055379
0.008662,0.0738720735
0.0086622,0.0762715297
0.0086624,0.0774668842
0.0086626,0.0774401233
0.0086628,0.0761925132
0.008663,0.0737445663
0.0086632,0.070135705
0.0086634,0.0654236265
0.0086636,0.0596833811
0.0086638,0.0530061769
0.008664,0.0454979302
0.0086642,0.0372775862
0.0086644,0.0284752343
0.0086646,0.0192300495
0.0086648,0.00968809204
0.008665,-2.3406608e-14
0.0086652,-0.00968138895
0.0086654,-0.0192034486
0.0086656,-0.0284161701
0.0086658,-0.0371745254
0.008666,-0.0453407502
0.0086662,-0.0527865107
0.0086664,-0.0593949203
0.0086666,-0.0650623748
0.0086668,-0.0697001762
0.008667,-0.073235921
0.0086672,-0.0756146301
0.0086674,-0.076799604
0.0086676,-0.0767729882
0.0086678,-0.075536042
0.008668,-0.0731091052
0.0086682,-0.0695312641
0.0086684,-0.0648597229
0.0086686,-0.0591688883
0.0086688,-0.0525491855
0.008669,-0.0451056207
0.0086692,-0.0369561161
0.0086694,-0.0282296414
0.0086696,-0.0190641731
0.0086698,-0.00960451286
0.00867,-2.11662198e-14
0.0086702,0.00959784617
0.0086704,0.0190377166
0.0086706,0.0281708979
0.0086708,0.036853615
0.008671,0.0449492943
0.0086712,0.0523307123
0.0086714,0.0588819941
0.0086716,0.0645004331
0.0086718,0.0690981007
0.008672,0.0726032222
0.0086722,0.0749612973
0.0086724,0.0761359474
0.0086726,0.0761094764
0.0086728,0.0748831367
0.008673,0.0724770962
0.0086732,0.0689301074
0.0086734,0.0642988835
0.0086736,0.0586571916
0.0086738,0.052094678
0.008674,0.0447154438
0.0086742,0.0366363937
0.0086744,0.0279853839
0.0086746,0.0188991987
0.0086748,0.00952138824
0.008675,-4.0991516e-15
0.0086752,-0.00951475787
0.0086754,-0.0188728864
0.0086756,-0.0279269604
0.0086758,-0.036534451
0.008676,-0.0445599691
0.0086762,-0.051877395
0.0086764,-0.0583718604
0.0086766,-0.0639415512
0.0086768,-0.0684993038
0.008677,-0.0719739693
0.0086772,-0.0743115232
0.0086774,-0.0754759063
0.0086776,-0.0754495797
0.0086778,-0.0742337891
0.008678,-0.0718485315
0.0086782,-0.0683322273
0.0086784,-0.0637411014
0.0086786,-0.0581482846
0.0086788,-0.0516426487
0.008679,-0.0443273947
0.0086792,-0.0363184151
0.0086794,-0.0277424587
0.0086796,-0.0187351244
0.0086798,-0.00943871715
0.00868,-3.95412774e-14
0.0086802,0.00943212302
0.0086804,0.0187089559
0.0086806,0.0276843546
0.0086808,0.0362170295
0.008681,0.0441727697
0.0086812,0.0514265533
0.0086814,0.0578645128
0.0086816,0.063385722
0.0086818,0.0679037782
0.008682,0.0713481544
0.0086822,0.0736652997
0.0086824,0.0748194723
0.0086826,0.0747932898
0.0086828,0.0735879911
0.008683,0.0712234032
0.0086832,0.0677376162
0.0086834,0.0631863694
0.0086836,0.0576421608
0.0086838,0.051193092
0.008684,0.0439414683
0.0086842,0.0360021762
0.0086844,0.0275008628
0.0086846,0.0185719479
0.0086848,0.00935649855
0.008685,1.4549062e-14
0.0086852,-0.00934994058
0.0086854,-0.0185459229
0.0086856,-0.0274430772
0.0086858,-0.0359013465
0.008686,-0.0437876911
0.0086862,-0.0509781814
0.0086864,-0.0573599449
0.0086866,-0.0628329385
0.0086868,-0.0673115162
0.008687,-0.0707257695
0.0086872,-0.0730226186
0.0086874,-0.0741666371
0.0086876,-0.0741405984
0.0086878,-0.0729457345
0.008688,-0.0706017035
0.0086882,-0.0671462667
0.0086884,-0.0626346807
0.0086886,-0.057138814
0.0086888,-0.0507460021
0.008689,-0.0435576599
0.0086892,-0.035687673
0.0086894,-0.0272605931
